sentiment,review_body,product_category
-1,I wanted to love this dress  however it has no shape to it. it is also somewhat see through  so something needs to be worn under it. i feel like i received a dress that has been stretched out and returned. i'm extremely disappointed. i do not recommend.,Dresses
-1,I should have listened to previous reviewers. but the dress looks so good on the model in the two dimensional pictures. when it arrived in the mail  i realized this is a mistake. it has no shape  material is poofy and feels cheap. it is going back.,Dresses
-1,The dress is not the beautiful color in the picture...it is a very yellowish cream. the fabric is thick and does not  hang pretty. very disappointed. had to return it.,Dresses
-1,The fabric and its texture didn't meet my expectations unfortunately. there were too much fray and cast-off of edge yarns of a fabric...   however this will fit if you wear over the swimming wears.,Dresses
-1,This is one fabulous-looking dress; however  the really scratchy neckline at the lace edge was a deal-breaker for me. i even tried sizing up  to see if that would help  but it was still too scratchy for me.,Dresses
-1,"I loved the fit and vibrant color of this dress. it's loose and flows but doesn't look like a potato sack. i wore it once and got a ton of compliments. that said  i hand washed it  as the tag states  then let it line dry  and it shrunk to half its size! i re-checked the tag and noticed that under the hand wash instructions it then states ""dry clean recommended."" boo. so disappointed that i spend over $100 for a dress i wore once.",Dresses
-1,"After reading the reviews  i had high hopes for this dress but was disappointed that it wasn't flattering on me.   i'm 5'4""  126 pounds and generally wear a size small  but the small of this dress looked more like a maternity outfit on me. it squeezed the bust a bit too much  and left open some of the areas just under the arms that could probably have used a teensy bit more coverage to be truly flattering.",Dresses
-1,"I was so excited for this dress to arrive  but when it did  it was a major disappointment. there is no lining on the skirt portion of the dress leaving it sheer. also  the top part along the chest puckered in a weird unflattering way. the colors were beautiful  but not enough to to make up for the other design flaws. i am 5'6"" 140lb and the small fit tts. will be sending it back",Dresses
0,Not sure what to think! i had great plans for this dress,Dresses
0,"I ordered the dress online and found it to be not as pictured.  the length hit several inches above the knee.  the sleeves are also 3/4 length rather than full length as pictured.  i found the cut to be much less fitted through the torso as well.  i tried both the small and xsmall  which are my usual sizes.  the small was very loose through the torso  the xsmall was better  but looked overall too short  as if it were a petite cut.  i am 5'9""  however the model is supposed to be 5'10"".",Dresses
0,Overall a very nice and unique dress. it does have too much going on  but can be worn in a versatile way  and if you are small chested  without a bra. i am not a big fan of the material  i wish it was softer. it definitely has a gypsie/bohemian look if that is what you are looking for!,Dresses
0,"I was obsessed with this dress from the moment i saw it online and was so excited to buy it for my company christmas party. i'm 5'4""  36c  145lbs and i ordered a 6. the size was great but the whole cut of the dress was completely off for me. i have a fairly short torso but the top portion of the dress (which is a sweater-like material) hit me far too low on my waist to be flattering; the petite may have fixed it  but then the skirt would've been too short. the pleats were cute but flared out too",Dresses
0,I had a really  really difficult time reviewing this dress. the instant i touched it  i wanted to love it! in theory  it should have worked for me. fit and flare is usually a really great option for my pear shape. the silhouette shows off my thinner upper body and camouflages my thicker lower body. best of both worlds! however  as you can see for yourself in the photo  this dress makes me look pretty big. i'm a solid size 8 and i feel this dress makes me look like a 12. it really makes my middle,Dresses
0,The skirt part of the dress falls straight and accentuated my stomach. you can't really tell from the pic. but if you have even the slightest bump of a stomach the dress might make it look worse instead of better because of the way that it is cut. i'm pretty slim - 5'5'' and 114 pounds and it wasn't doing me any favors! the top of the dress is beautiful! i will exchange it for something else. i ordered it online and couldn't try it on before purchasing it.,Dresses
0,"I did like this dress. it has a good simple shape  and is very comfortable. however  it's plain  and for the price and it being dry clean only  i'll wait to see if it'll go on sale. it's also worth noting that i'm 5'2"" and was uncomfortable with the length of the petite  but the regular size was a good length (right at the knees).",Dresses
0,This dress felt small in torso and waist and suffocating in sleeves ( i do have average athletic arms). but the shoulders were cut so wide that one side was falling off  as i fix  one shoulder  another will slide down. the material is nice but since it is not lined  it feels inexpensive  disposable.,Dresses
0,I purchased the 0p online and it was so incredibly short on me it wouldn't even serve as a tunic!! it was also so tight in the bust area that i could not pull it down because there is absolutely no give in the material. the berry color was not as bright as it had appeared online but in fact was a very muddled color that seemed to make the material look even more cheap. i would need to size up considerably to have good fit without give in the bust and arms and judging by the structure of the dres,Dresses
1,This dress is so much more stunning in person than in the photos. it's incredibly flattering  and i like how it pans out at the bottom. it also has pockets! although it has a built-in slip  it is a little see-through  so keep that in mind  otherwise  i can't wear it enough.,Dresses
1,This dress is easy to wear  lined and feels like it could be a wonderful summer staple. i love that it's so colorful. but for some reason  the pops of color on the white background did not look great on my very pale skin. i'm sure on someone else this will be beautiful. i also thought it ran just slightly large in the bust (although  to be fair  i am small-chested).,Dresses
1,"If i had to describe on two words  that would be it. the material is not a stiff no-give material  nbut rahter a soft stretchy material  with some depth (the design has ""grooves""  not sure how to explain it#. if you are short  i would definitely go with petite though  it was a little too long on regular size and hit in the ""wrong"" spot on my calves. very flattering  and nice cut. i dind't order yet as it is new and i jsut bought a few dresses... but in my basket forh te next ""sale"" :) #if they s",Dresses
1,I was worried at first that the metal leaves would come off easily. i was pleasantly surprised after a day at disneyland  i don't think i lost even one of them. this dress is super fancy but very comfy.,Dresses
1,This dress is more beautiful in person. loved it . fits true to size . i had to return it because it was to long for what i needed.,Dresses
1,I've got the post-baby bulge and this dress makes me the hottest i've looked in a long time! fitted  but skimming where i don't want to be accentuated - it's a rare dress that can pull this off! the cleavage is there  so i think it's more of a night dress  but i'd wear it with a sweater during the day. very comfortable.,Dresses
1,This dress is fun to wear! i wear the purple one flowy and get lots of compliments. i haven't worn the navy yet  but when i do it will be belted. my only complaint is the material that is used at the shoulders shows bra/slip straps. luckily it isn't too noticeable but a design flaw worth mentioning nonetheless.,Dresses
1,I loved everything about this dress except the length. that fabric is great  the width of the dress was great...not too slim but not too baggy. but the front & side length was the problem. it is longer in the back which was great. i could have even dealt with the front length  but for my age  the way the sides came up fairly high  just couldn't work for me.  i you are younger and okay with showing lots of leg  go for it! its really cute!,Dresses
1,Bought this dress in store after trying it on. loved it. it's sexy with the lower cut front. the fabric is flowy and breathable. runs true to size. usually wear a 10 with my hips but the 8 fit better on top.the sides are well designed so your bra doesn't show. i'm 5''6' 32g size 29/30 jeans and athletic/hourglass built. i can't wait to wear it out. the pictures don't do it justice.,Dresses
-1,Huge bummer. this top is definitely a crop/midi-top. plus  it's cream  not white like shown in the photos. i'm returning it today.,Fine gauge
-1,The fit was not flattering at all  but the worst part was the colors were really dull and not bright as shown in the online photos.,Fine gauge
-1,I was very disappointed when it arrived and had elbow length sleeves. from the photo  it looked like full length sleeves. it went back.,Fine gauge
-1,Disappointment city with this one and i am so lucky i had a coupon because if i would have paid the full $128 they are asking  i would be a tad skewed. not just thin material but thin and cheap feeling. doesn't itch but i seriously expected a lot more from retailer. i have noted the name of the designer and have promised myself to never buy this label again. big loser.,Fine gauge
-1,It hangs very nicely on the model in the picture but when i put it on it fit tight in the sleeves and upper back but huge in the front. the sweater was also sparkly which made it look cheap. i loved the lace detail in the back but the sweater was returned. did not fit well and was not good quality. very thin,Fine gauge
-1,The sweater material was really soft and seemed well-made. the back is an interesting twist  but the material creases easily; i can see it looking messy by the end of the day. the main reason i returned it though was because it runs very large. i got my usual s  and i could have sized down 1  maybe even 2 sizes. i didn't like it enough to try a smaller size.,Fine gauge
-1,"I had this in my cart for a week before i took the plunge  because i thought it would make the cutest boho statement piece that could go from beach to casual evening outings. i'm 5'9""  so i got the m/l to ensure length. maybe that was wrong? if the ""laid flat width"" was included maybe that would have been more helpful  but this thing was massive and looked like a potato sack. the side slits (of course hidden in the photos) came up to just over my natural waist  enhancing that effect. i loved the",Fine gauge
-1,"I had high hopes for this sweater and when i found it on sale online  i jumped at the opportunity. i am 5'11""  slender and always wear a small in retailer tops. i purchased this in the mint   size small and as soon as i opened the bag  i had doubts. the fabric is terrible  thin and scratchy. it is not soft and supple as i had imagined. the mint color looks faded and the shape is awful. the length of the arms hits in a bizarre spot  the overall length of the sweater cuts me off at the torso and the",Fine gauge
-1,I agree with the other reviewer about the great colors  but when i took this off the rack to try one  you can see through both layers of fabric. i thought  insulting quality  for the price. i imagine the holes would start after one wearing.,Fine gauge
0,This jacket is extremely soft and comfortable  with a heavier textured fabric. i think it is expensive for what it is--$138--probably best to wait for a sale,Fine gauge
0,I ordered this quite nice cardigan. i received the sweater promptly (yay fast shipping!) but never received the belt to it. i tried emailing about it  but didn't get a response. the sweater really is the softest thing ever but it will not close without the belt and trying to use a different belt just doesn't work. i hope to receive the belt soon  because i'd really like to wear this a lot this winter.,Fine gauge
0,"Tried this on in the ""onsie"" area of retailer store. i usually am between a medium and a large. the medium fit fine. the material in this top is substantial - very thick and soft but it is very thick as a warning. more for a pretty cool spring evening vs the heat of the summer in chicago. not sure how much the material would stretch out either. as it seems like it could be the type. also  it is dry clean only  and on such a casual top  that is a real deal killer for me.     regarding the style of",Fine gauge
0,Looks great from the front  but from the side it looks like a maternity top.,Fine gauge
0,Snags very very easily.  i hadent even gotten to take the tags off and it rubbed against another item and snagged! so disappointed as it is a beautiful top  lovely color and beautifully detailed! i'm so disappointed i was hoping to keep it but will be sending it back.,Fine gauge
0,Loved the look  quality was great  but didn't work for me. too busy and off-fitting. i did return.,Fine gauge
0,This a heavy cotton which is great for fall. design is cute and pockets are interesting. the fit is boxy and can look bulky. i only recommend if it's on sale.,Fine gauge
0,Unfortunately this piece has a very boxy cut and the white layer is stiff and billows out - i am tall and thin but this made me look pregnant - very unflattering. i considered trying a smaller size  but i did not like the material too much either so i just returned it.,Fine gauge
0,"Just got this in the mail yesterday and i want so badly to love it but it's just a little too big and boxy. i'm 5'5""  125lbs and ordered a small but i really wish i'd ordered the xs. not sure if i'll exchange or just return. seems high quality and the pattern is gorgeous. it's basically exactly what i'm looking for until i actually put it on and then it just kind of looks like i'm wearing my grandpa's old sweater.",Fine gauge
1,"Finally a ""swing top"" that doesn't look like a sack on me! i've been wanting to partake of this current style  but everything i've tried so far just looks ""dumpy"" on me. not this top -- it is very feminine and flattering. i am 5'7"" 118 lbs and have a small waist -- and although this is a ""swing"" style  it still shows my waist and doesn't overpower me. it is also a lovely fabric -- especially in the soft pink which i got. i'm thinking of going back for more colors!",Fine gauge
1,This is a pretty sweater. i ordered the red and it is a plum color  not close to red  but it will work well with black  gray and denim. i found the sweater looks boxy from the front but the back is spectacular. it is very well made. no raw edges or seams that are threatening to unravel. this will be nice for casual holiday dressing. i found a longer tank in white works well under this.,Fine gauge
1,Great dramatic cardigan  wearable art  and not for the meek. i'll wear with a leather skirt and boots  jeans and boots  or a dress and boots. if the lack of closure at top bothers you  attach something --be creative. i like the movement that alternately hides and reveals the statement jewelry worn.,Fine gauge
1,This shirt is wonderful! i totally recommend it for everyone.,Fine gauge
1,It took me a while to finally try this on after seeing it in store for a while  i wasn't sure about the color. then i saw it matched with the brush stroke charlie trousers (which i had just purchased) and loved the combination so much i had to finally try it. i love the fit and feel of this top. i agree with a poster before that the photo does not do this top justice. my only wish is that t was a touch longer.,Fine gauge
1,This top is super comfortable and has a great preppy casual look. i have been wearing it on weekends with jeans  but could also pair it with a skirt and tights to have a more work type look. i don't usually like the shorter length shirts  but the fit on this works for me.,Fine gauge
1,Just not my style. it is light and the color is lovely and summery. but the cut of the sweater just did not work at all for me. and it wasn't overly soft - though that wouldn't have mattered if it fit me better.,Fine gauge
1,This is such a great top - it can be easily dressed up or down. i love my tops flowy  and this is just that! i have a larger chest (34d) and the flowy nature of it keeps it from being too short up front. even though it has eyelits in it  it can be worn without a cami underneath as long as you wear a good nude bra. it'll be a great sweater for all seasons. i'm even able to wear it to work. highly highly recommend.,Fine gauge
1,The design on the blue sweater is actually a dark navy (not black  as i thought it was)  but it still looks beautiful with black underneath. rather than jeans like it's shown  the v-neck is a nice change from other cardigans i have - looks great with a cami or another v-neck underneath it. soft  nice medium-weight and not at all itchy. happy with this as an easy everyday sweater.,Fine gauge
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
0,I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
1,"I ordered size small. i am 5' 6""  32 b. the fabric is super soft and the fit is great. there's an adorable little quote on the pantie's lining  and the bra has a beautiful print on its inner lining. the feel of the lace and fabric is divine. love it! one more thing to note...there is very little lining in the bra; really nothing more than an extra layer of fabric. it is enough to protect modesty  but not much else.",Intimates
1,Oh how i love this bra!! its so comfortable and very flattering. i find that many bralettes totally flatten me out but this one does not. and the floral lace here is just beautiful. the daisy-type flowers look so cute and feminine! i've got it in so many colors now. for sizing  i'm 34b and the s/m fits great.,Intimates
1,Beautiful nightie- looks like its really well made and fits really well. i'm normally a size 6-8 and the m was perfect. definitely recommend.,Intimates
1,I love this bralette. i have it in other colors as well and it is always the one i go to when i want comfort.,Intimates
1,Only the xxs was left  so i was a little concerned that it might be too small. not the case at all thanks to the very functional adjustable straps & high quality of craftsmanship & design. for reference  i'm 32c  5'2 110-115lbs - kind off petite w/an athletic build. the black is lovely classic. the color  along with the beautiful design give this a timeless classic french look. very comfortable  too. love so much i  ordering more!,Intimates
1,"I really love the look and style of these. i am not a fan of thong underwear; definitely prefer these bikini or ""hipster"" styles  but sometimes it's hard to find them in attractive design. this pair is definitely attractive and i like how they fit and look a lot. i've only worn them once and they held up well for the day -- i often find lace can rip on the first wear  so i was wary. they did okay  but i do worry that they seem delicate enough i could accidentally stuck a thumb through it and rip",Intimates
1,I knew when i bought this bralette that there was something special about it...the intricacy of the design is really pretty as is the style...but seriously - every single time i wear this bralette out (paired with a cute top or dress) i get tons of compliments from all of my friends. i never thought a bralette would spark so much conversation! aside from that it is super durable...i've had it for a year now  have washed it several times  and it is not stretched out at all or frayed aka it is gre,Intimates
1,This is my first time purchasing a bra from this brand and i am in love. the style and quality are amazing. it is the most comfortable bra i owned to date and i will be buying more from this line. it provides a lift without all of the uncomfortable padding which requires continuous adjusting. i am saying goodbye to vs forever. i got this in red and the bra looks more expensive than it actually is and the fit is simply amazing.it is sexy and classic at the same time.,Intimates
1,This bra is very cute and pretty comfortable. i usually wear between a 34d in elle mcpherson and this fit perfect. i got it in black and while it's really cute i was surprised how different the color looked in person vs. online. online it looked to me to have some purple to it  but it is definitely 100% black in person (just an fyi). i also thought the tassel was cute  but it does look a little cheap and flimsy in person. still a great bra.,Intimates
-1,"I know this product description says oversized but that's an understatement. i ordered a small and tried it on and i looked like a little kid in their father's jacket. i don't even think an xs would have worked. i'm 5'6"" and about 135 pounds for reference. i will say that the embroidery on the back is very cool and this jacket is overall a cool concept but it's just way too big.",Jackets
-1,I really loved this vest online and decided to try it on in store. it was really cute on and fit nicely so i purchased it (in my normal size) and took it on a vacation. first time wearing it and the color transferred all over my white shirt even though it says it is pre-washed. i am very disappointed considering how expensive this was. overall  it is very cute but it may ruin your clothes so beware!,Jackets
-1,I was really excited for this jacket to arrive but it's going back. because the fabric is coated  it does not drape or hang nicely at all. i expected it to be boxy but it sticks out so oddly in every direction that it looks horrible. i'm usually an xs and ordered an xs and it looks ridiculous on me.,Jackets
-1,This blazer looks great on the model and i have a long torso so i thought it would be perfect. when i got it it looked like a big box and didn't fit anywhere. the shoulder pads were giant and the bottom of the coat was huge. i got a small based on other reviews  but it was way too big. sadly  i had to return it.,Jackets
-1,This jacket is just too small for me anyway and i am no way big. i am tall and athletic and this thing looked like it had shrunk in the wash. there are so many better fitting other types out there  this went back,Jackets
-1,I wanted to love this  but instead of being a flowy kimono top as pictured- it was a thick blazer type garment. not at all what is pictured here unfortunately. also it was much shorter than pictured and i am only 5'4''.     love most retailer styles  but this one was a miss and a return.,Jackets
-1,I was hoping that this would be a nice neutral layering staple but it simply leaves a lot to be desired. it fits tts  length is fine...the inside is some  but the outside darker material is stiff and cheap (kinda canvas feeling?). the material is super stiff which makes it flare out like like a tent in a super unflattering way. it also is on the thinnish side - it looks in the model shot like it would be a little thicker and warm. this is definitely going back.,Jackets
-1,This was completely different than i expected. the xs/s was so large that it looked messy. unfortunately i had to return it.,Jackets
-1,"This arrived this week and i was so disappointed. the proportions are all wrong--- from the empire waist to the dolman sleeves  to the weird texture added to the material. if i could sum up this jacket with one word it would be ""weird"".",Jackets
0,This blazer is a nice weight for summer. it is more terracotta than rose  but is still a nice color. the fit is tts and flattering. however  the buttons were almost falling off the one i received. i didn't take this as a sign of great quality and plan to return it.,Jackets
0,Failed to read website description that vest is polyester shearling-lined.that's on me.  beware: pockets decorative only.  runs a size small due to fact vest is polyester shearling-lined.,Jackets
0,The fit is quite strange on me as the tie is very high on the waist. this makes the jacket look odd and quite voluminous. i was very impressed with the fabric though but will have to return. i wish retailer would post what size is the model wearing. maybe she is wearing a larger size than usual which falls lower.,Jackets
0,The blazer is boxy and less dressy that it seemed online. i could only really wear this in casual situations  and i was hoping to be able to wear it to work as well. it does have an interesting hemline. the shoulders are a bit too narrow for me (but i do have shoulders on the broader side). i don't hate it  but i don't love it either  but it is interesting enough that i'm going to keep it. i ordered a small.,Jackets
0,This is super cute and the colors are so vibrant and its thin enough to wear with tanks for the summer but it already had a hole forming in the upper back shoulder.  i guess the material was a little too thin....$98 is a little too much money for something that gets holes so easily!,Jackets
0,Was looking more for a tailored  blazer like chino jacket. this was just too bulky. usually wear a 00p  ordered the 00  and could have put a chunky sweater underneath. 5'4''  110 lbs  32c for reference.,Jackets
0,Slouchy relaxed fit. well sewn together and hangs well on the body. bottom hem hits upper thigh. good length and soft  easy fabric. light layering option as well. good spring jacket  can be kept on indoors without getting too hot.,Jackets
0,The color and design/style are cute but i found this to be too oversized. if you want to layer it  then it might be for you  but i was hoping for more of a tailored look.,Jackets
0,I like how this jacket is very versatile. you can wear it to work  or play. it does have interesting detail on it  i kept it based on the price and those details. i have the olive color. the arms are a little tight.,Jackets
1,Love the simple  casual elegance of this coat. i especially love the colors  grey & beige  because it looks great with my grey jeans as well as my dressier beige pants. i will get a lot of use from this coat.,Jackets
1,Super comfortable and on trend with the embroidery and beading - wore it day after i received to the airport over tee shirt & jeans and got compliments left and right - love it!!,Jackets
1,"I saw this piece and fell in love with it. the print is beautiful and is well placed on every piece! it is a little boxy  and is a bit warm for indoors  but it is unusual enough to overlook the flaws. i am 5'10"". usually a small  but sized up to a medium with this one.",Jackets
1,I love this vest and could not leave without it. the color and lining just make it perfect  so stylish and comfy! i'm always a 8/10 and a m in this was perfect. the color is so beautiful and its so easy to dress up and down. i am big on the bottom  the tie in the back adds a nice shape to your whole profile and makes it a less boxy vest! love love...,Jackets
1,This jacket is just as stunning in person as online. high quality and just overall fabulous design. as much as i loved it though i couldn't get over the fact i was jingling every time i moved. it seemed like it could cause piling issues and i thought it might get annoying wearing for an entire day. i loved this and wanted so hard to keep it but i need functional chic pieces not noise makers. anyways fit was great looked just like the model on me so i would recommend but with caution as for this,Jackets
1,This kimono is absolutely wonderful. i originally purchased it for an upcoming beach vacation  but have also found it to be a great piece for my wardrobe in both hot and cold weather! goes with pretty much everything. highly recommend.,Jackets
1,"Couldn't resist this jacket! it's perfect for business casual dress code  for staying warm in air-conditioned offices and goes with many colors and styles.    many times jackets are too tight on my shoulders or not long enough for my arms and this fits perfectly. (i'm 5' 7"" and i bought a medium)",Jackets
